index,company,category,training/test,description 
719,シスメックス国際試薬株式会社,medical,training,シスメックス 株式会社 子会社 臨床 検査 用 試薬 製造 販売 行う 取り扱う 試薬 化学 材料 試薬 生化学 免疫 
720,日水製薬株式会社,medical,training,微生物 学 的 診断 用 薬 免疫 血清 学 的 診断 用 薬 臨床 診断 薬 他 微生物 学 的 検査 薬 免疫 血清 学 的 検査 薬 産業 検査 薬 製造 販売 行う 海外 臨床 診断 薬 事業 抗体 OEM ビジネス 行う 他 菌 数 測る 
721,株式会社ポーラファルマ,medical,training,ニキビ 水虫 皮膚 関連 領域 疾患 基礎 研究 行う 医薬品 化粧 品 開発 販売 手掛ける おる 生産 主 株式会社 
722,藤本製薬株式会社,medical,training,再発 難治 性 多発 性 骨髄腫 らい 性 結節 性 紅 斑 剤 治療 薬 サリドマイド 製剤 製造 販売 行う 便秘 治療 
723,室町ケミカル株式会社,medical,training,医薬品 製造 卸売 イオン 交換 樹脂 給排水 処理 装置 設計 卸売 メイン 事業 手掛ける いる 
724,明治薬品株式会社,medical,training,一般 医薬品 中心 医薬品 工業 薬品 製造 販売 行う いる 美容 関連 中心 する 独自 サプ 
725,東光薬品工業株式会社,medical,training,ラクールグループ 中核 会社 グループ 製品 総合 的 企画 研究 開発 製造 卸売 行う 消炎 鎮痛 剤 ステロイド 剤 保 湿る 剤 
726,十全化学株式会社,medical,training,医薬品 薬 中間 体 製造 請け負う 治験 薬 受託 製造 等 医薬品 開発 支援 薬 
727,光製薬株式会社,medical,training,｢ ガドテリドール 静 シリンジ ｣｢ レボフロキサシン 点滴 静 バッグ 500 mg ｣ 医薬品 製造 する いる ｢ アレンドロ 
728,株式会社伏見製薬所,medical,training,工業 薬品 医薬品 取り扱う 会社 製造 販売 業 ( 医薬品 工業 薬品 食品 その他 ) 主 事業 安息香 酸 安息香 酸 ナトリウム 保存 剤 防腐 剤 X 線 造影 剤 硫酸 バリウム 国内 トップ シェア 商品 持つ 糖類 微生物 植物 研究 領域 広げる 近年 有機 無機 化学 製品 柱 化粧 用 パフ 
729,株式会社アラクス,medical,training,一般 用 医薬品 中心 医薬品 製造 卸売 手がける 頭痛 薬 ノー シン 生理 痛 薬 ノーシンピュア 主 
730,株式会社エヌ・エム・アイ,medical,training,調剤 薬局 経営 医薬品 販売 介護 用品 レンタル 販売 行う 会社 上質 医療 提供 する 信頼 する れる 選ぶ れる かかりつけ 薬局 目指す 地域 医療 介護 貢献 する 理念 持つ 調剤 薬局 経営 以外 家庭 中心 する 日常 生活 場 必要 医療 看護 介護 行う れる よう 在宅 サービス 拡充 図る いる 
731,備前化成株式会社,medical,training,医薬品 はじめ 医薬 部外 品 健康 食品 素材 健康 食品 研究 製造 販売 手掛ける いる 原材料 製品 パッケージ 一貫 する 自社 
732,クロレラ工業株式会社,medical,training,単細胞 緑藻 クロレラ 使用 する 健康 食品 医用 部外 品 製造 販売 行う 土壌 改良 剤 葉 面 散布 
733,井藤漢方製薬株式会社,medical,training,漢方 取り入れる 医薬品 医薬 部外 品 化粧 品 健康 食品 製造 販売 行う いる 会社 葛根 湯 エキス 顆粒 セ 
734,東邦ホールディングス株式会社,medical,training,事業 持株 会社 東邦 ホールディングス 株式会社 医薬品 卸売 事業 運営 会社 東邦薬品 株式会社 調剤 薬局 事業 管理 会社 ファーマクラスター 株式会社 ２つ 事業 会社 中核 する 医療 健康 介護 分野 携わる いる 他 医療 機関 委託 治験 事業 展開 する いる 複数 事業 中 卸 業 収益 高い 国内 医薬品 卸 業界 4 番手 売り上げ 誇る 医薬品 卸 機能 
735,ビオフェルミン製薬株式会社,medical,training,整腸剤 ビオフェルミン S ビオフェルミン 便秘 薬 ビオフェルミン シリーズ 医薬品 指定 医薬 部外 品 製造 販売 手がける 動物 用 医薬品 農薬 化粧 品 医療 機器 製造 販売 行う 食品 飲料 品 食品 添加 物 
736,シオノケミカル株式会社,medical,training,ジェネリック 医薬品 製造 製品 開発 企画 国内 世界 各国 200 品目 以上 薬 輸入 行う 会社 
737,ＳＢＩホールディングス株式会社,medical,training,証券 銀行 保険 金融 サービス 事業 国内外 IT バイオ 環境 エネルギー 金融 関連 ベンチャー 企業 投資 資産 運用 行う アセットマネジメント 事業 医薬品 健康 食品 化粧 品等 開発 販売 行う バイオ 関連 事業 3 中心 幅広い 事業 行う いる ソフトバンク 中間 持株 会社 設立 する れる 会社 2006 年 ソフトバンク 保有 する いる 株式 全て 売却 する 資本 関係 解消 する せる 
738,皇漢堂薬品株式会社,medical,training,風邪 薬 ビタミン 剤 下痢 薬 一般 用 医薬品 製造 する 製造 設備 集約 化 進める 製造 工程 コンピュータ チェック する 原 材 
739,吉田製薬株式会社,medical,training,酸化 マグネシウム 錠 ヨシダ ヘキザック 各種 製剤 逆 性 石 ケン 液 各種 製剤 殺菌 消毒 剤 製造 販売 行う いる 会社 ポピ 
740,株式会社パナケイア製薬,medical,training,医薬品 健康 食品 開発 製造 手掛ける 錠剤 顆粒 その他 剤 型 製剤 取り扱う おる 製 
741,武田ヘルスケア株式会社,medical,training,京都 府 拠点 武田 コンシューマーヘルスケア 株式会社 グループ 企業 
742,極東製薬工業株式会社,medical,training,体外 診断 用 医薬品 臨床 検査 試薬 細菌 検査 用 培地 試薬 始める 医療 用 器材 細胞 培養 関連 等 バイオ 関連 製品 製造 販売 行う いる 細菌 検査 用 生 培 
743,シミズ薬品株式会社,medical,training,医薬品 健康 食品 化粧 品 販売 する ドラッグストア ダックス 京都 府内 中心 展開 する 
744,塩野香料株式会社,medical,training,香料 製造 販売 輸出入 中心 化成 品 飲食料品 医薬品 工業 薬品 その他 化学 製品 製造 販売 行う 飲料 冷菓 
745,大幸薬品株式会社,medical,training,軟便 下痢 作用 する 正露丸 セイロガン 糖衣 A 水 ない 飲める 下痢 止め 薬 下痢 止め OD 錠 一般 用 医薬品 製造 する 販売 する 医薬 部外 品 ラッパ 整 腸 薬 BF 食品 添加 物 アルコール 製剤 クレベ アンド 一般 用 衛星 管理 製品 クレベリン 
746,藤本化学製品株式会社,medical,training,医薬品 薬 医薬 中間 体 研究 開発 製造 主力 事業 行う 会社 化粧 品 原料 食品 添加 物 工業 薬品 
747,ジエーピーエス製薬株式会社,medical,training,ドラッグストア 薬局 向け 日本 薬局 製剤 研究 会 会員 向け 医療 品 医療 用 医薬品 製品 開発 製造 
748,日東薬品工業株式会社,medical,training,一般 医薬品 機能 性 食品 開発 製造 する 製薬 会社 自社 工場 創業 当初 乳酸菌 研究 続ける おる 納豆 菌 ビフィズス 菌 菌 末 
749,新新薬品工業株式会社,medical,training,消炎 鎮痛 薬 医薬品 受託 製造 受託 開発 卸売 等 行う いる 動物 用 医薬 
750,中山商事株式会社,medical,training,さまざま 研究 施設 工場 大学 医療 機関 等 基礎 研究 用 試薬 理化学 機器 販売 する 専門 商社 製品 提案 販売 納品 事後 サポート 一貫 する 行う 全国 13 営業 所 茨城 県 日立 配送 センター 活用 する 迅速 的確 対応 顧客 信頼 性 得る いる グループ 会社 中山 テクノス 廃水 処理 装置 システム 設計 施工 特 
751,エフピー株式会社,medical,training,多発 性 骨髄腫 剤 製造 する いる 藤本製薬 株式会社 グループ 会社 医薬品 製造 販売 
752,株式会社近江兄弟社,medical,training,外皮 用 薬 メン ターム 中心 する 薬用 リップスティック 多数 医薬品 医薬 部外 品 製造 販売 行う その他 
753,鶴原製薬株式会社,medical,training,ジェネリック 医薬品 中心 医薬品 開発 製造 卸売 行なう いる 300 種類 以上 自社 ブランド 製品 
754,金剛化学株式会社,medical,training,医薬品 薬 製造 医薬品 薬 中間 体 受託 製造 行う いる 治験 用 薬 等 試験 製造 対応 する 
755,シオノギテクノアドバンスリサーチ株式会社,medical,training,親会社 塩野義製薬 委託 受ける 塩野義製薬 パートナー 連携 する 創 薬 研究 行う いる 2014 年 
756,マナック株式会社,medical,training,化学 製品 製造 販売 手掛ける おる 主 臭素 化合 物 中核 する 少量 品種 生産 請け負い グループ 全体 燃剤 医薬 試薬 IT 素材 関連 工業 薬 品等 製造 する ファインケミカル 事業 医薬 農薬 ハイテ 
757,ニットーボーメディカル株式会社,medical,training,対外 診断 用 医薬品 細菌 迅速 同定 用 処理 キット 販売 医療 研究 必要 研究 材料 
758,小林薬品工業株式会社,medical,training,便秘 薬 ウエストンサラ 風邪 薬 ヒストミンエース 錠 EX 一般 医薬品 製造 手掛ける いる 鼻炎 用 薬品 
759,太平化学産業株式会社,medical,training,リン 酸 活性炭 活用 する 製品 製造 する おる 食品 分野 医療 分野 使用 する れる いる 歯科 医院 向け 除 
760,シミックホールディングス株式会社,medical,training,新薬 臨床 試験 等 医薬品 開発 支援 事業 先駆 業界 牽引 する いる シミックグループ 純粋 持株 会社 医薬品 製 
761,宝ホールディングス株式会社,medical,training,中核 なる の 焼酎 みりん 最大手 宝酒造 焼酎 ハイボール can チューハイ ソフト アルコール 類 有力 高齢 化 伴う 焼酎 縮小 傾向 
762,白鳥製薬株式会社,medical,training,国際 的 GMP 米国 食品 医薬品 局 規制 従う 医薬品 薬 中間 体 製造 行う キラル 化合 物 IT 分野 
763,大同薬品工業株式会社,medical,training,医薬品 医薬 部外 品 清涼 飲料 炭酸 飲料 等 ドリンク 剤 製造 販売 武田薬品工業 アリナミン ゼロ 7 田辺 三菱 製薬 アスパラ ドリンク DX ライオン グロンサン エスエス製薬 エスカップ はじめ 大 
764,共和クリティケア株式会社,medical,training,インド 製薬 会社 ルピングループ 属す 注射 剤 バッグ 製剤 輸液 製剤 製造 販売 行う 取扱 
765,ファーマパック株式会社,medical,training,成形 充填 システム 用いる 医薬品 受託 製造 行う いる 主 点眼 剤 入 剤 コンタクトレンズ 装着 薬 
766,純正化学株式会社,medical,training,新た 化成 品 製法 開発 研究 製造 受託 業務 試薬 製造 販売 輸出入 行う いる 会社 受託 製造 グラム 単位 
767,小田島商事株式会社,medical,training,農薬 肥料 農業 用 資材 はじめ 動物 用 医薬品 畜産 用 機器 製造 販売 手掛ける その他 家畜 用 飼料 製造 
768,株式会社日本生物製剤,medical,training,機能 障害 治療 薬 ヒト 胎盤 製剤 ラエンネック 医療 用 医薬品 製造 販売 手掛ける 回 使用 皮下 注射 用 針 JBP ナノ ニードル 
769,堀井薬品工業株式会社,medical,training,バリウム 造影 剤 発泡 剤 泡 剤 経口 表面 麻酔 剤 消化 管 検査 関連 薬 製造 販売 する いる 会社 潰瘍 性 大腸 炎 治療 剤 製造 
770,東洋製薬化成株式会社,medical,training,軟膏 錠剤 顆粒 液剤 局方 医薬品 医療 機関 向ける 販売 する いる 自社 開発 受託 製造 行 
771,ジェイドルフ製薬株式会社,medical,training,医療 用 医薬品 製造 行う いる 会社 痔 便秘 特 化 する 大腸 肛門 医療 用 医薬品 専門 製造 販売 する いる 固形 剤 軟膏 剤 様 
772,ナガセ医藥品株式会社,medical,training,医療 用 医薬品 動物 用 医薬品 開発 製造 受託 行う がん 剤 活性 医薬品 含 
773,大蔵製薬株式会社,medical,training,経口 ゼリー 剤 開発 生産 受託 行う 顧客 問い合わせ 応じる カップ 型 スティック 型 もの 製造 感染 症 中心 簡便 迅速 判定 可能 
774,阿蘇製薬株式会社,medical,training,救急 絆創膏 デル ガード 救急 バン リフレッシュ 救急 バン 卸売 行う 
775,スガイ化学工業株式会社,medical,training,医薬品 農薬 中間 物 製造 販売 する 取り扱う 医薬品 中間 物 循環 器 系 呼吸 器 系 中枢 神経 系 治療 薬 開発 用いる られる いる 電子 材料 樹脂 情報 記憶 材料 機能 性 材料 染料 顔料 中間 物 製造 行う 加える 家庭 用 洗剤 
776,株式会社科薬,medical,training,医薬品 製造 行う おる 企業 OEM 製造 主力 事業 する いる 株式会社 ポーラファルマ ルリコン アローゼ 
777,皇漢堂製薬株式会社,medical,training,医療 関係 施設 ジェネリック 医薬品 一般 向け 医薬品 開発 製造 する いる さまざま ジェネリック 医薬品 他 一般 向け 霊 芝 漢方薬 風 
778,株式会社ミズホメディー,medical,training,事業 感染 症 抗体 ホルモン 体外 診断 用 医薬品 事業 一 事業 中 病院 開業医 分野 OTC その他 分野 2 分野 展開 する いる 病院 開業医 分野 国内外 医療 機関 向け 患者 健康 状態 疾患 有無 治療 経過 診断 する ため 生化学 検査 薬 免疫 血清 検査 薬 製造 販売 する いる 主力 製品 診断 分野 中 市場 規模 大きい 免疫 血清 検査 薬 インフルエンザ 腎 機能 検査 検査 薬 種類 幅広い 14 年度 インフルエンザ 流行 ずれる 予想 外 事態 起こる 市場 検査 薬 不足 する 事態 なる ミ 
779,立山化成株式会社,medical,training,医薬品 薬 中間 体 化合 物 受託 製造 請け負う 工業 用 原料 電子 材料 製造 手掛ける ほか 
780,株式会社プラザ薬局,medical,training,2017 年度 時点 大阪 市 吹田 市 八尾 市 22 店舗 展開 する 会社 他 介護 福祉 用品 貸与 販売 医院 開業 
781,バイオジェン・ジャパン株式会社,medical,training,神経 血液 免疫 3 疾患 分野 重点 領域 する 医薬品 開発 製造 販売 行う いる 多発 性 硬化 症 治療 薬 アボネックス タイサ 
782,株式会社カイノス,medical,training,腎 機能 検査 試薬 機能 検査 試薬 生化学 検査 試薬 開発 製造 販売 行う 輸血 機能 検査 試薬 癌 マーカー 検査 試薬 免疫 検査 試薬 研究 開発 製造 販売 手掛ける ほか スペイン Grifols 社 輸血 検査 用 機器 試薬 輸入 販売 携わる 遺る 
783,株式会社中外医科学研究所,medical,training,中外製薬 グループ 会社 医薬品 開発 研究 行う いる 主 実験 動物 培養 細胞 用いる 薬効 薬理 試験 抗体 
784,相互産業株式会社,medical,training,医療 用 酸素 製造 設備 備える 医療 用 各種 ガス 製造 する いる 医療 ガス 吸引 供給 源 手術 室 病室 つなぐ 集中 配管 管理 方式 提案 する いる 在宅 
785,株式会社オフテクス,medical,training,コンタクトレンズ ケア 製品 研究 開発 製造 販売 行う いる バイオクレン ブランド コンタクトレンズ ケア 製品 展開 コンタクトレンズ 輸 
786,ゾエティス・ジャパン株式会社,medical,training,家畜 ペット ため ワクチン 寄生虫 駆除 剤 抗菌 剤 飼料 添加 物 製造 卸売 行う ノミ ダニ 
787,株式会社セプタ,medical,training,調剤 薬局 フタ ツカ 薬局 運営 おこなう 在宅 医療 事業 顧客 宅 直接 訪問 する 薬物 治療 管理 行う 
788,株式会社コーナン薬局,medical,training,保険 調剤 薬局 業態 特 化 する 会社 薬 カレンダー 作成 数種類 医療 機関 薬 一 包 化 する 患者 コミュニ 
789,株式会社サカエ,medical,training,半導体 製造 装置 用 ヒーター ユニット ヒーター 部品 医療 機器 製造 販売 行う グリコ ヘモグロビン 分析 装置 A 1 c Gear シリーズ 開発 
790,秋山錠剤株式会社,medical,training,医薬品 健康 食品 受託 製造 医薬品 製剤 研究 行う いる ローヤル ゼリー ウコン ビタミン C 
791,ベーリンガーインゲルハイム製薬株式会社,medical,training,医療 用 医薬品 アニマルヘルス バイオ 医薬品 受託 製造 3 分野 事業 展開 する 製薬 会社 下 日 
792,株式会社三菱ケミカルホールディングス,medical,training,三菱グループ 代表 する 総合 化学 持株 会社 2017 年 4 月 傘下 3 化学 子会社 統合 する 三菱 ケミカル 社名 変更 予定 2005 年 三菱化学 三菱 ウェルファーマ 共同 持株 会社 方式 統合 する 2016 年 4 月 時点 国内 首位 三菱化学 田辺 三菱 製薬 三菱樹脂 三菱レイヨン 擁す いる 世界 化学 メーカー ランキング ( 2015 年度 時点 ) 日本 トップ 11 位 設立 2005 年 競争 力 低下 する 汎用 化学 製品 ( 総合 化学 メーカー 要 
793,株式会社タウンズ,medical,training,インフルエンザ 検査 キット イムノエース Flu はじめ 各種 検査 キット 製造 販売 行う O 157 検査 薬 
794,ホシエヌ製薬株式会社,medical,training,医療 用 医薬品 一般 用 医薬品 受託 する 製造 行う いる 会社 グループ 会社 田村薬品工業 株式会社 
795,日昭産業株式会社,medical,training,ケンタッキーフライドチキン 店舗 包装 資材 店舗 必需 品 供給 手掛ける 
796,本草製薬株式会社,medical,training,肥満 症 患者 向け 医薬品 本草 防風 通 聖 散る エキス 錠 医薬 用 漢方薬 製造 販売 行う 便秘 薬 風邪 薬 はじめ 水 
797,株式会社和漢薬研究所,medical,training,天然 物 主原 料 する 生薬 製剤 取り扱う カポニー 産業 株式会社 製造 部門 設立 する れる 会社 自然 薬 松寿 
798,日本粉末薬品株式会社,medical,training,生薬 ハーブ 用いる 医薬品 健康 食品 化粧 品 原料 製造 する いる 会社 具体 的 世界 各国 生産 地 輸入 する 
799,大協薬品工業株式会社,medical,training,医療 用 医薬品 カール バン N 外用 剤 龍 角 散る ダイレクト 一般 医薬品 開発 製造 行う 
800,株式会社そーせい,medical,training,アルツハイマー 病 統合 失調 症 がん 免疫 各種 依存 症 等 医薬品 開発 取り組む そ ー せい グル 
801,株式会社タキザワ漢方廠,medical,training,漢方 煎薬 中心 医薬品 化粧 品 健康 食品 販売 行う いる 販売 方法 漢方 知識 ある 薬局 薬店 店頭 利用 者 症状 
802,株式会社ミノファーゲン製薬,medical,training,肝臓 アレルギー性 疾患 治療 薬 グリチルリチン 製剤 強力 ネオミノファーゲンシー グリチロン 配合 錠 製造 
803,株式会社トクホン,medical,training,一般 用 医薬品 製造 販売 行う いる 一般 用 取扱 製品 プラスター 剤 ハップ 剤 液剤 エアゾール 剤 二 
804,大洋薬品大阪販売株式会社,medical,training,大阪 中心 調剤 薬局 店舗 8 店舗 構える いる ジェネリック 医薬品 販売 行く いる 
805,フナコシ株式会社,medical,training,研究 用 試薬 機器 輸入 製造 販売 行う いる 会社 機器 具体 的 ゲル 撮影 解析 システム 分 
806,イハラニッケイ化学工業株式会社,medical,training,塩素 化 研究 開発 農薬 医薬品 製造 販売 行う いる 主 トルエン 塩素 化 精密 蒸留 技術 ベース する 開発 行う 農業 原料 染料 はじめ トル 
807,日本薬品開発株式会社,medical,training,医薬品 医薬 部外 品 化粧 品 製造 販売 行う いる 健康 補助 食品 
808,藤永製薬株式会社,medical,training,医療 用 医薬品 開発 製造 行う おる 一 三共 株式会社 販売元 する いる 精神 科 皮膚 科 小児科 領域 中心 手掛ける 
809,ユーロフィン分析科学研究所株式会社,medical,training,1996 年 藤沢 薬品 グループ 企業 発足 する 山之内製薬 合併 アステラス 製薬 グループ 企業 なる 会社 
810,株式会社旭薬調剤センター,medical,training,調剤 薬局 みどり おく 薬局 ホクト 薬局 ナナカマド 薬局 運営 手掛ける 医薬品 医薬 部外 品 製造 調剤 在宅 訪 
811,株式会社ウチダ和漢薬,medical,training,主 販売 商品 生薬 医薬 部外 品 牛 黄 カプセル 主力 商品 他 OEM 生産 はじめ 医薬 部外 品 輸入 
812,大木製薬株式会社,medical,training,医薬品 中心 化粧 品 健康 食品 一般 医療 機器 製造 行う いる 取扱 商品 キズクリアガード S 漢方 大木 
813,エルメッド株式会社,medical,training,付加 価値 型 ジェネリック 医薬品 研究 開発 製造 販売 行う エーザイ 株式会社 グループ 会社 高齢 者 服薬 する やすい よう 
814,株式会社サエグサ,medical,training,風邪 薬 医薬品 漢方薬 健康 食品 製造 販売 手掛ける 配置 薬 販売 する サエグサ 薬品 運営 する 申込 者 宅 薬 箱 置 
815,第一薬品工業株式会社,medical,training,赤 玉 ら 薬 六 神 丸 オリジナル 医薬品 製造 販売 行う その他 健康 食品 化粧 品 
816,株式会社九州メディカル,medical,training,配置 薬 事業 行う 株式会社 IHM グループ 企業 医薬品 健康 補助 食品 販売 行う いる 取り扱う いる 商品 ネオ 真治 内服 液 
817,株式会社ニッポンジーン,medical,training,制限 酵素 プラスミド 遺伝子 工学 研究 必要 試薬 妊娠 検査 薬 排卵 検査 薬 開 
818,株式会社ＪＣＬバイオアッセイ,medical,training,医薬品 分析 開発 受託 研究 業務 行う いる 医薬品 服用 時 人体 及ぼす 影響 分析 する 技術 強み する いる 株 
819,みどり化学株式会社,medical,training,医薬品 原 末 中間 体 はじめ 化粧 品 香料 原料 薬品 製造 手掛ける 光 酸 発生 剤 液晶 原料 電子 関連 
820,日新薬品工業株式会社,medical,training,トローチ 剤 ドリンク 剤 主力 一般 医薬品 メーカー 品質 有効 性 安全 性 高い 製品 社会 提供 する こと 基本 理念 する 一般 用 トローチ 剤 国内 トップ シェア 誇る 長年 一般 用 医薬品 製造 取り組む くる 経験 活かす 健康 社会 基盤 なる セルフメディケーション 推進 する 
821,株式会社栃本天海堂,medical,training,一般 用 医薬品 漢方薬 健康 食品 製造 販売 行う 病院 医療 関係 者 向け 漢方薬 原料 
822,浜理薬品工業株式会社,medical,training,医薬品 薬 中間 体 健康 食品 化粧 品 有効 成分 製造 する 製薬 会社 化粧 品 メーカー 販売 する 新薬 開発 積極 的 取る 
823,万協製薬株式会社,medical,training,軟膏 剤 クリーム 剤 外用 液剤 外用 薬 中心 する 受託 製造 行う 主 製造 商品 オノ H 軟膏 EX ヒフー 
824,滋賀県製薬株式会社,medical,training,主 ドラッグストア 等 販売 する れる いる 風邪 薬 目薬 等 医薬品 製造 する いる 痛み 止め 漢方薬 等 一般 用 医薬品 製造 
825,株式会社ジャパンビューティプロダクツ,medical,training,UV ミルク ピーリングジェル クレンジングバーム 基礎 化粧 品 製造 販売 手掛ける まつ毛 美容 液 アイプチ 化粧 品 製造 
826,東海カプセル株式会社,medical,training,医薬品 ソフト カプセル 製造 行う いる 薬液 調製 充填 PTP 包装 瓶詰め 等 包装 作業 一貫 する 手がける 点 強み 
827,株式会社夢実耕望,medical,training,医薬品 健康 食品 錠剤 ハード カプセル 容器 充填 袋 詰 包装 行う 食品 メーカー 受託 製造 
828,日興製薬株式会社,medical,training,医療 用 医薬品 一般 用 医薬品 製造 受託 製造 行う 医薬 部外 品 食品 添加 物 工業 用 薬品 
829,株式会社片山製薬所,medical,training,医薬品 薬 中間 体 受託 製造 行う いる 会社 研究 部門 製造 部門 連携 少量 数 kg 数 トン オーダー マルチ ステップ 
830,昭和薬品化工株式会社,medical,training,歯 周 病 治療 剤 歯科 医療 薬 歯科 治療 器具 製造 販売 する いる 歯科 懇話 会 講 
831,共立薬品工業株式会社,medical,training,キズリバテープ FA キズニコ 絆創膏 医薬品 製造 販売 する いる 医療 機関 向け 商品 一般 
832,大和薬品工業株式会社,medical,training,医薬品 薬 中間 体 製造 手掛ける 国内 製剤 メーカー なる アメ 
833,大峰堂薬品工業株式会社,medical,training,生薬 中心 する 医薬品 特 化 する 開発 製造 する いる 医薬 部外 品 保健 機能 食品 化粧 品 原料 なる 素 
834,イスクラ産業株式会社,medical,training,中国 漢方 製剤 製造 行う おる 薬局 販売 する いる 自社 直営店 イス クラ 薬局 仁 堂 薬局 運営 する いる ほか 
835,相互薬工株式会社,medical,training,医薬品 バルク 瓶詰め 包 する れる いる 錠剤 カプセル 剤 製剤 医薬 中間 体 化粧 品 原料 工業 用 有機 薬品 開発 生産 する 特殊 化学 品 ライフ サイエンス 分野 重点 する 開発 型 企業 タウリン 医薬 薬 開発 製造 中心 する インドメタシン ステロイド 原 薬 新た 製品 展開 する いる 医薬品 中間 体 合成 注力 する 原 
836,五洲薬品株式会社,medical,training,水 入浴 剤 医薬品 製造 販売 行う いる 他 機能 性 食品 化粧 水 製造 水 酵 
837,米田薬品工業株式会社,medical,training,大阪 本社 置く 風邪 薬 アンバー ゴールド 微粒 ビタミン 剤 ピュアナ C 錠 2000 医薬品 医薬 部外 品 製造 販売 
838,株式会社浅田飴,medical,training,浅田 飴 医薬品 医薬 部外 品 ほか 健康 食品 製造 販売 行う 会社 看板 商品 咽喉 飴 浅田 飴 シリーズ ある 咳 
839,味の素ヘルシーサプライ株式会社,medical,training,医療 用 食品 用 飼料 用 化粧 品 用 アミノ酸 アミノ酸 利用 する 製品 製造 販売 行う いる バイオ 分子 合成 技術 利用 する 
840,フェリング・ファーマ株式会社,medical,training,子供 夜尿症 治療 行う 泌尿器 科 腸 疾患 対応 する 消化 器 科 不妊症 婦人 科 治療 対応 する 製薬 開発 行う いる 
841,前田薬品工業株式会社,medical,training,軟膏 剤 クリーム 剤 ゲル 剤 ローション 剤 医療 医薬品 一般 医薬品 企画 開発 行う 化粧 品 
842,ペプチドリーム株式会社,medical,training,自社 創 薬 開発 プラットフォーム システム PDPS 活用 する 国内外 製薬 企業 共同 研究 開発 行う 新しい 医薬品 候補 物質 研究 開発 請け負う 主 特殊 アミノ酸 含む 特殊 ペプチド 基 する 医薬品 開発 手掛ける 特殊 ペプチド 治療 薬 
843,田村製薬株式会社,medical,training,動物 用 医薬品 飼料 添加 物 製造 販売 する いる 会社 動物 用 懸る 濁水 性 プロカインペニシリン G マイシリル・ゾル タムラ 
844,大杉製薬株式会社,medical,training,主 漢方薬 製造 卸 販売 行う いる その他 サプリメント 健康 茶 取り扱う モ 
845,アルフレッサファインケミカル株式会社,medical,training,アルフレッサグループ 属す 医療 用 医薬品 薬 製造 する 流体 圧力 流量 温度 分散 制御 する DCS 制御 採用 
846,株式会社三光丸,medical,training,和漢 胃腸 薬 三光 丸 製造 販売 行う いる 製造 段階 ごと 理化学 試験 実施 包 
847,剤盛堂薬品株式会社,medical,training,胃腸 不調 用 エスマーゲン 錠 胃 たれる 用 オルスビー 錠 医薬品 製造 販売 行う 
848,東亜薬品工業株式会社,medical,training,プロバイオティクス 分野 技術 力 強み する 菌 製剤 製造 販売 行う いる 活性 生 菌 製剤 ビオスリー 医療 用 医薬 
849,名古屋酸素株式会社,medical,training,酸素 炭酸 ガス 高圧 ガス 製造 販売 行う 工場 使う れる 溶接 溶断 機械 材料 類 産業 
850,株式会社三洋化学研究所,medical,training,医薬品 中間 体 製造 その他 受託 合成 行う いる 合成 研究 とどまる 原 薬 係る 特許 文献 調査 分析 方法 開発 幅広 
851,キョーリン製薬ホールディングス株式会社,medical,training,事業 柱 なる の 先発 医薬品 ぜんそく 薬 去痰 剤 ぜんそく 薬 後発 医薬品 創る こと 後発 医薬品 事業 拡大 する せる 柱 事業 先発 医薬品 ぜんそく 薬 収益 急落 する 2016 年度 会社 後発 医薬品 推進 政策 薬価 改定 等 市場 構造 変化 加える 主力 製品 特許 切れ 迎える 経営 環境 変化 
852,株式会社天真堂,medical,training,医薬 部外 品 指定 医薬 部外 品 機能 性 表示 食品 OEM 商品 提供 行う 会社 ヘアケア・スキンケア 化粧 品 整腸剤 医薬品 取る 扱 
853,大同化成工業株式会社,medical,training,塗料 用 樹脂 接着 剤 コーティング 剤 等 化成 品 製造 販売 事業 医薬 化粧 品 用 添加 剤 原料 製造 販売 ライフ 
854,ビオメリュー・ジャパン株式会社,medical,training,医療 機関 研究 機関 向け 遺伝子 免疫 血清 検査 等 体外 診断 用 医薬品 医療 機器 製造 卸売 行う 医療 用 自動 蛍光 免疫 測定 装置 バイ 
855,日本歯科薬品株式会社,medical,training,全国 歯科 医院 大学 病院 対象 歯科 用 医薬品 製造 卸売 手掛ける いる 主 取扱 製品 うい がい 液 等 口腔 疾患 口腔 ケ 
856,株式会社ケアーズ,medical,training,大阪 京都 中心 ケアーズドラッグ ケアーズ 調剤 薬局 チェーン 展開 する いる ドラッグストア 併設 する れる いる 調剤 薬局 処方箋 
857,原澤製薬工業株式会社,medical,training,医療 関係 者 向け 医療 用 医薬品 錠剤 点滴 製造 行う 自社 オンライン ショップ 女性 用 サプリメント 男性 向け ホルモン 剤 臓疾 
858,株式会社テイコク製薬社,medical,training,テイコク 薬局 運営 する 医薬品 販売 調剤 薬局 事業 行う いる 会社 化粧 品 機能 性 食品 販売 完全 予約 制 ダイエットカウン 
859,金剛薬品株式会社,medical,training,医薬品 薬 賦 形 剤 結合 剤 医薬品 添加 物 ビタミン ミネラル 栄養 機能 食品 素材 健康 食品 原料 取り扱う 甘味 料 
860,太陽ホールディングス株式会社,medical,training,スマート フォン タブレット IT 機器 デジタル 家電 自動車 用 電子 機器 用いる られる ソルダーレジスト ( プリント 配線 板 回路 表面 
