index,company,category,training/test,description 
779,立山化成株式会社,medical,training,医薬品 原 薬 および 中間 体 化合 物 の 受託 製造 を 請け負う 。 また 、 工業 用 原料 や 電子 材料 の 製造 も 手掛ける 。 その ほか 、 
780,株式会社プラザ薬局,medical,training,2017 年度 時点 で 、 大阪 市 、 吹田 市 、 八尾 市 など に 22 店舗 を 展開 する 会社 。 他 に 、 介護 ・ 福祉 用品 の 貸与 および 販売 、 医院 開業 
781,バイオジェン・ジャパン株式会社,medical,training,「 神経 」 「 血液 」 「 免疫 」 という 3 つ の 疾患 分野 を 重点 領域 と する 医薬品 の 開発 や 製造 および 販売 を 行っ て いる 。 多発 性 硬化 症 治療 薬 「 アボネックス 」 「 タイサ 
782,株式会社カイノス,medical,training,腎 機能 検査 試薬 や 肝 機能 検査 試薬 など の 生化学 検査 試薬 の 開発 、 製造 および 販売 を 行う 。 また 、 輸血 機能 検査 試薬 や 癌 マーカー 検査 試薬 など の 免疫 検査 試薬 の 研究 開発 、 製造 ならびに 販売 も 手掛ける ほか 、 スペイン の Grifols 社 の 輸血 検査 用 機器 、 試薬 の 輸入 販売 に も 携わる 。 また 、 遺 
783,株式会社中外医科学研究所,medical,training,中外製薬 の グループ 会社 として 、 医薬品 の 開発 ・ 研究 を 行っ て いる 。 主 に 実験 動物 や 培養 細胞 を 用い た 薬効 ・ 薬理 試験 や 、 抗体 
784,相互産業株式会社,medical,training,医療 用 酸素 製造 設備 を 備え 、 医療 用 各種 ガス を 製造 し て いる 。 また 、 医療 ガス や 吸引 の 供給 源 と 手術 室 、 病室 など を つなぐ 「 集中 配管 管理 方式 」 を 提案 し て いる 。 在宅 
785,株式会社オフテクス,medical,training,コンタクトレンズ ケア 製品 の 研究 開発 ・ 製造 ・ 販売 を 行っ て いる 。 「 バイオクレン 」 ブランド で コンタクトレンズ ケア 製品 を 展開 。 コンタクトレンズ の 輸 
786,ゾエティス・ジャパン株式会社,medical,training,家畜 および ペット の ため の ワクチン や 寄生虫 駆除 剤 、 抗菌 剤 や 飼料 添加 物 など の 製造 や 卸売 を 行う 。 また 、 ノミ や ダニ に関する 
787,株式会社セプタ,medical,training,調剤 薬局 「 フタ ツカ 薬局 」 の 運営 を おこなう 。 在宅 医療 事業 で は 、 顧客 宅 へ 直接 訪問 し 、 薬物 治療 管理 など を 行っ て 
788,株式会社コーナン薬局,medical,training,保険 調剤 薬局 という 業態 に 特 化 し た 会社 。 お 薬 カレンダー の 作成 や 数種類 の 医療 機関 の お 薬 を 一 包 化 し たり 、 患者 と の コミュニ 
789,株式会社サカエ,medical,training,半導体 製造 装置 用 や ヒーター ユニット など の ヒーター 部品 、 および 医療 機器 の 製造 や 販売 を 行う 。 グリコ ヘモグロビン 分析 装置 「 A 1 c Gear 」 シリーズ の 開発 
790,秋山錠剤株式会社,medical,training,医薬品 や 健康 食品 の 受託 製造 と 医薬品 の 製剤 研究 を 行っ て いる 。 ローヤル ゼリー や ウコン 、 ビタミン C 
791,ベーリンガーインゲルハイム製薬株式会社,medical,training,医療 用 医薬品 、 アニマルヘルス 、 および バイオ 医薬品 の 受託 製造 の 3 分野 において 事業 展開 する 製薬 会社 の 下 で 、 日 
792,株式会社三菱ケミカルホールディングス,medical,training,三菱グループ を 代表 する 総合 化学 持株 会社 。 2017 年 4 月 に 傘下 の 3 化学 子会社 を 統合 し て 「 三菱 ケミカル 」 に 社名 変更 予定 。 2005 年 に 三菱化学 と 三菱 ウェルファーマ が 共同 持株 会社 方式 で 統合 し 、 2016 年 4 月 時点 で 国内 首位 の 三菱化学 、 田辺 三菱 製薬 、 三菱樹脂 、 三菱レイヨン を 擁し て いる 。 世界 の 化学 メーカー ランキング において ( 2015 年度 時点 ) 日本 の トップ で ある 11 位 で ある 。 設立 の 2005 年 から 競争 力 の 低下 し た 汎用 化学 製品 ( 総合 化学 メーカー の 要 で ある 
793,株式会社タウンズ,medical,training,インフルエンザ 検査 キット 「 イムノエース Flu 」 を はじめ 各種 検査 キット の 製造 ・ 販売 を 行う 。 O 157 検査 薬 「 
794,ホシエヌ製薬株式会社,medical,training,医療 用 医薬品 ・ 一般 用 医薬品 を 受託 し 、 製造 を 行っ て いる 会社 で ある 。 また 、 グループ 会社 で ある 田村薬品工業 株式会社 において 
795,日昭産業株式会社,medical,training,ケンタッキーフライドチキン の 各 店舗 に 包装 資材 や 店舗 の 必需 品 など の 供給 を 手掛ける 。 
796,本草製薬株式会社,medical,training,肥満 症 患者 向け 医薬品 「 本草 防風 通 聖 散 エキス 錠 」 など の 医薬 用 漢方薬 の 製造 ・ 販売 を 行う 。 また 、 便秘 薬 や 風邪 薬 を はじめ 、 水 
797,株式会社和漢薬研究所,medical,training,天然 物 を 主原 料 と し た 生薬 製剤 を 取り扱う 、 カポニー 産業 株式会社 の 製造 部門 として 設立 さ れ た 会社 。 自然 薬 「 松寿 
798,日本粉末薬品株式会社,medical,training,生薬 や ハーブ など を 用い て 医薬品 や 健康 食品 ・ 化粧 品 の 原料 を 製造 し て いる 会社 で ある 。 具体 的 に は 、 世界 各国 の 生産 地 から 輸入 し た 
799,大協薬品工業株式会社,medical,training,医療 用 医薬品 から 、 「 カール バン N 」 など の 外用 剤 や 「 龍 角 散 ダイレクト 」 など の 一般 医薬品 の 開発 と 製造 を 行う 。 ま 
800,株式会社そーせい,medical,training,アルツハイマー 病 や 統合 失調 症 、 がん 免疫 、 各種 依存 症 等 に関する 医薬品 の 開発 に 取り組む そ ー せい グル 
801,株式会社タキザワ漢方廠,medical,training,漢方 煎薬 を 中心 に 医薬品 や 化粧 品 、 健康 食品 など の 販売 を 行っ て いる 。 販売 方法 は 漢方 知識 の ある 薬局 や 薬店 の 店頭 で 利用 者 の 症状 など 
802,株式会社ミノファーゲン製薬,medical,training,肝臓 や アレルギー性 疾患 の 治療 薬 で ある グリチルリチン 製剤 「 強力 ネオミノファーゲンシー 」 「 グリチロン 配合 錠 」 の 製造 や 
803,株式会社トクホン,medical,training,一般 用 医薬品 の 製造 や 販売 を 行っ て いる 。 一般 用 の 取扱 製品 として は 、 プラスター 剤 や ハップ 剤 、 液剤 、 エアゾール 剤 など の 第 二 ・ 第 
804,大洋薬品大阪販売株式会社,medical,training,大阪 を 中心 に 調剤 薬局 の 店舗 を 8 店舗 構え て いる 。 また 、 ジェネリック 医薬品 の 販売 も 同時に 行っ て いる 。 その 
805,フナコシ株式会社,medical,training,研究 用 試薬 と 機器 の 輸入 、 製造 、 販売 など を 行っ て いる 会社 で ある 。 機器 は 具体 的 に 、 ゲル 撮影 、 解析 システム や 分 
806,イハラニッケイ化学工業株式会社,medical,training,塩素 化 の 研究 開発 や 、 農薬 ・ 医薬品 の 製造 ・ 販売 を 行っ て いる 。 主 に 、 トルエン 塩素 化 や 精密 蒸留 技術 を ベース に する 開発 を 行う 。 また 、 農業 原料 や 染料 を はじめ 、 トル 
807,日本薬品開発株式会社,medical,training,医薬品 や 医薬 部外 品 および 化粧 品 の 製造 および 販売 を 行っ て いる 。 また 、 健康 補助 食品 「 
808,藤永製薬株式会社,medical,training,医療 用 医薬品 の 開発 と 製造 を 行っ て おり 、 第 一 三共 株式会社 を 総 販売元 と し て いる 。 精神 科 や 皮膚 科 ・ 小児科 領域 を 中心 に 手掛け 、 過 
809,ユーロフィン分析科学研究所株式会社,medical,training,1996 年 に 藤沢 薬品 の グループ 企業 として 発足 し 、 山之内製薬 と の 合併 により アステラス 製薬 の グループ 企業 と なっ た 会社 で 
810,株式会社旭薬調剤センター,medical,training,調剤 薬局 「 みどり が おか 薬局 」 「 ホクト 薬局 」 「 ナナカマド 薬局 」 の 運営 を 手掛ける 。 また 、 医薬品 や 医薬 部外 品 など の 製造 、 調剤 および 在宅 訪 
811,株式会社ウチダ和漢薬,medical,training,主 な 販売 商品 は 生薬 や 医薬 部外 品 で あり 、 中でも 牛 黄 カプセル が 主力 商品 。 他 に も OEM 生産 を はじめ 医薬 部外 品 の 輸入 
812,大木製薬株式会社,medical,training,医薬品 を 中心 に 、 化粧 品 や 健康 食品 ・ 一般 医療 機器 など の 製造 を 行っ て いる 。 取扱 商品 は 「 キズクリアガード S 」 や 漢方 「 大木 
813,エルメッド株式会社,medical,training,付加 価値 型 ジェネリック 医薬品 の 研究 開発 や 製造 、 販売 を 行う 。 また 、 エーザイ 株式会社 の グループ 会社 で 、 高齢 者 が 服薬 し やすい よう な 
814,株式会社サエグサ,medical,training,風邪 薬 など の 医薬品 や 漢方薬 、 健康 食品 など の 製造 と 販売 を 手掛ける 。 また 、 配置 薬 を 販売 する 「 サエグサ 薬品 」 を 運営 し 、 申込 者 宅 へ 薬 箱 を 置 
815,第一薬品工業株式会社,medical,training,「 赤 玉 は ら 薬 」 や 「 六 神 丸 」 など オリジナル 医薬品 の 製造 および 販売 を 行う 。 その他 、 健康 食品 や 化粧 品 
816,株式会社九州メディカル,medical,training,配置 薬 事業 を 行う 株式会社 IHM の グループ 企業 で ある 。 医薬品 や 健康 補助 食品 の 販売 を 行っ て いる 。 取り扱っ て いる 商品 は 、 ネオ 真治 内服 液 「 
817,株式会社ニッポンジーン,medical,training,制限 酵素 や プラスミド など の 遺伝子 工学 研究 に 必要 な 試薬 や 妊娠 検査 薬 や 排卵 検査 薬 の 開 
818,株式会社ＪＣＬバイオアッセイ,medical,training,医薬品 の 分析 、 開発 、 受託 研究 業務 を 行っ て いる 。 医薬品 の 服用 時 に 人体 に 及ぼす 影響 を 分析 する 技術 を 強み と し て いる 。 株 
819,みどり化学株式会社,medical,training,医薬品 の 原 末 や 中間 体 を はじめ 、 化粧 品 や 香料 など の 原料 薬品 の 製造 を 手掛ける 。 また 、 光 酸 発生 剤 や 液晶 原料 など の 電子 関連 
820,日新薬品工業株式会社,medical,training,トローチ 剤 、 ドリンク 剤 が 主力 の 一般 医薬品 メーカー 。 高 品質 で 有効 性 ・ 安全 性 の 高い 製品 を 社会 に 提供 する こと を 基本 理念 と し 、 一般 用 トローチ 剤 の 国内 トップ シェア を 誇る 。 長年 一般 用 医薬品 の 製造 に 取り組ん で き た 経験 を 活かし 、 これから の 健康 社会 の 基盤 と なる セルフメディケーション を 推進 する 。 
821,株式会社栃本天海堂,medical,training,一般 用 医薬品 で ある 漢方薬 や 健康 食品 の 製造 ・ 販売 を 行う 。 病院 や 医療 関係 者 向け に 漢方薬 及び 原料 
822,浜理薬品工業株式会社,medical,training,医薬品 原 薬 や 中間 体 、 健康 食品 、 化粧 品 など の 有効 成分 を 製造 し 、 製薬 会社 や 化粧 品 メーカー など に 販売 する 。 新薬 の 開発 に も 積極 的 に 取り 
823,万協製薬株式会社,medical,training,軟膏 剤 、 クリーム 剤 、 外用 液剤 など の 外用 薬 を 中心 と し た 受託 製造 を 行う 。 主 な 製造 商品 は 「 オノ フェ H 軟膏 EX 」 「 ヒフー 
824,滋賀県製薬株式会社,medical,training,主 に ドラッグストア 等 で 販売 さ れ て いる 風邪 薬 や 目薬 等 の 医薬品 を 製造 し て いる 。 また 、 痛み 止め や 漢方薬 等 の 一般 用 医薬品 の 製造 
825,株式会社ジャパンビューティプロダクツ,medical,training,UV ミルク や ピーリングジェル および クレンジングバーム など 、 基礎 化粧 品 の 製造 ならびに 販売 を 手掛ける 。 また 、 まつ毛 美容 液 や アイプチ など の 化粧 品 の 製造 お 
826,東海カプセル株式会社,medical,training,医薬品 の ソフト カプセル の 製造 を 行っ て いる 。 薬液 の 調製 および 充填 から PTP 包装 ・ 瓶詰め 等 の 包装 作業 まで 一貫 し て 手がける 点 が 強み で ある 
827,株式会社夢実耕望,medical,training,医薬品 や 健康 食品 の 錠剤 、 ハード カプセル の 容器 充填 や 袋 詰 および 包装 を 行う 。 食品 メーカー から の 受託 製造 
828,日興製薬株式会社,medical,training,医療 用 医薬品 や 一般 用 医薬品 の 製造 および 受託 製造 を 行う 。 また 、 医薬 部外 品 や 食品 添加 物 、 ならびに 工業 用 薬品 
829,株式会社片山製薬所,medical,training,医薬品 原 薬 ・ 中間 体 受託 製造 を 行っ て いる 会社 。 研究 部門 と 製造 部門 と の 連携 により 、 少量 の 数 kg から 数 トン オーダー の マルチ ステップ 
830,昭和薬品化工株式会社,medical,training,歯 周 病 治療 剤 など の 歯科 医療 薬 や 歯科 治療 器具 の 製造 ・ 販売 を し て いる 。 また 、 歯科 に関する 懇話 会 ・ 講 
831,共立薬品工業株式会社,medical,training,「 キズリバテープ FA 」 「 キズニコ 」 など 絆創膏 や 医薬品 を 製造 ・ 販売 し て いる 。 医療 機関 向け 商品 や 一般 
832,大和薬品工業株式会社,medical,training,医薬品 の 原 薬 および 中間 体 の 製造 を 手掛ける 。 国内 の 製剤 メーカー のみ なら ず 、 アメ 
833,大峰堂薬品工業株式会社,medical,training,生薬 を 中心 と し た 医薬品 に 特 化 し 開発 ・ 製造 し て いる 。 医薬 部外 品 や 保健 機能 食品 、 化粧 品 など の 原料 と なる 新 素 
834,イスクラ産業株式会社,medical,training,中国 漢方 製剤 の 製造 を 行っ て おり 薬局 など に 販売 し て いる 。 また 自社 にて 直営店 で ある イス クラ 薬局 や 同 仁 堂 薬局 など を 運営 し て いる 。 また その ほか の 
835,相互薬工株式会社,medical,training,医薬品 バルク （ 瓶詰め や 分 包 など が さ れ て い ない 錠剤 や カプセル 剤 など の 製剤 ） 、 医薬 中間 体 、 化粧 品 原料 、 工業 用 有機 薬品 など を 開発 ・ 生産 する 。 特殊 化学 品 、 ライフ サイエンス の 両 分野 を 重点 と する 開発 型 企業 で ある 。 タウリン など の 医薬 原 薬 の 開発 ・ 製造 を 中心 と し 、 インドメタシン 、 ステロイド 原 薬 など 新た な 製品 も 展開 し て いる 。 医薬品 中間 体 の 合成 に も 注力 する など 、 原 
836,五洲薬品株式会社,medical,training,水 や 入浴 剤 、 医薬品 など の 製造 と 販売 を 行っ て いる 。 他 に 、 機能 性 食品 や 化粧 水 の 製造 、 水 や 酵 
837,米田薬品工業株式会社,medical,training,大阪 に 本社 を 置き 、 風邪 薬 「 新 アンバー ゴールド Ａ 微粒 」 や ビタミン 剤 「 ピュアナ C 錠 2000 」 など の 医薬品 ・ 医薬 部外 品 を 製造 ・ 販売 
838,株式会社浅田飴,medical,training,「 浅田 飴 」 など の 医薬品 ・ 医薬 部外 品 の ほか 健康 食品 の 製造 ・ 販売 を 行う 会社 。 看板 商品 として 咽喉 飴 「 浅田 飴 」 の シリーズ が あり 、 咳 
839,味の素ヘルシーサプライ株式会社,medical,training,医療 用 や 食品 用 、 飼料 用 、 化粧 品 用 など の アミノ酸 や 、 アミノ酸 を 利用 し た 製品 の 製造 と 販売 を 行っ て いる 。 また 、 バイオ や 低 分子 合成 技術 を 利用 し た 
840,フェリング・ファーマ株式会社,medical,training,子供 の 夜尿症 治療 を 行う 泌尿器 科 、 腸 疾患 に 対応 し た 消化 器 科 、 不妊症 や 婦人 科 の 治療 に 対応 し た 製薬 の 開発 を 行っ て いる 。 特に 不 
841,前田薬品工業株式会社,medical,training,軟膏 剤 や クリーム 剤 、 ゲル 剤 および ローション 剤 など の 医療 医薬品 ならびに 一般 医薬品 の 企画 や 開発 を 行う 。 また 化粧 品 の 
842,ペプチドリーム株式会社,medical,training,自社 の 創 薬 開発 プラットフォーム システム 「 PDPS 」 を 活用 し 、 国内外 の 製薬 企業 と の 共同 研究 開発 を 行い 、 新しい 医薬品 候補 物質 の 研究 および 開発 を 請け負う 。 主 に 、 特殊 アミノ酸 を 含ん だ 特殊 な ペプチド を 基 と し た 医薬品 開発 を 手掛け 、 特殊 ペプチド 治療 薬 や 低 
843,田村製薬株式会社,medical,training,動物 用 医薬品 や 飼料 添加 物 など を 製造 ・ 販売 し て いる 会社 。 「 動物 用 懸 濁水 性 プロカインペニシリン G 」 や 「 マイシリル・ゾル タムラ 」 
844,大杉製薬株式会社,medical,training,主 に 漢方薬 の 製造 ・ 卸 ・ 販売 を 行っ て いる 。 その他 に も サプリメント や 健康 茶 など を 取り扱う 。 「 モ 
845,アルフレッサファインケミカル株式会社,medical,training,アルフレッサグループ に 属し 、 医療 用 医薬品 の 原 薬 を 製造 する 。 流体 の 圧力 や 流量 、 温度 など を 分散 制御 する DCS 制御 を 採用 。 
846,株式会社三光丸,medical,training,和漢 胃腸 薬 「 三光 丸 」 の 製造 ・ 販売 を 行っ て いる 。 製造 に当たって は 、 段階 ごと に 理化学 試験 を 実施 。 包 
847,剤盛堂薬品株式会社,medical,training,胃腸 の 不調 用 で ある 「 エスマーゲン 錠 」 や 胃 も たれ 用 の 「 オルスビー 錠 」 など 医薬品 の 製造 および 販売 を 行う 。 
848,東亜薬品工業株式会社,medical,training,プロバイオティクス 分野 における 技術 力 を 強み と し 、 生 菌 製剤 の 製造 および 販売 を 行っ て いる 。 活性 生 菌 製剤 「 ビオスリー 」 は 、 医療 用 医薬 
849,名古屋酸素株式会社,medical,training,酸素 や 炭酸 ガス ・ 高圧 ガス など の 製造 ・ 販売 を 行う 。 また 、 工場 など で 使わ れる 溶接 ・ 溶断 機械 や 材料 類 、 及び 産業 
850,株式会社三洋化学研究所,medical,training,医薬品 及び その 中間 体 の 製造 、 その他 受託 合成 を 行っ て いる 。 合成 研究 のみ に とどまら ず 、 原 薬 に 係る 特許 ・ 文献 の 調査 から 分析 方法 の 開発 まで 幅広 
851,キョーリン製薬ホールディングス株式会社,medical,training,事業 の 柱 と なる の は 先発 医薬品 として の ぜんそく 薬 、 去痰 剤 。 ぜんそく 薬 の 後発 医薬品 を 創る こと で 後発 医薬品 事業 を 拡大 さ せ た が 、 柱 事業 で あっ た 先発 医薬品 として の ぜんそく 薬 収益 は 急落 し た 。 2016 年度 会社 は 、 後発 医薬品 推進 政策 、 薬価 改定 等 による 市場 構造 の 変化 に 加え 、 主力 製品 の 特許 切れ を 迎える という 経営 環境 の 変化 の 
852,株式会社天真堂,medical,training,医薬 部外 品 ・ 指定 医薬 部外 品 ・ 機能 性 表示 食品 の OEM 商品 の 提供 を 行う 会社 。 ヘアケア・スキンケア 化粧 品 や 整腸剤 など の 医薬品 を 取り 扱 
853,大同化成工業株式会社,medical,training,塗料 用 樹脂 や 接着 剤 、 コーティング 剤 等 の 「 化成 品 」 の 製造 ・ 販売 事業 と 、 医薬 ・ 化粧 品 用 添加 剤 や 原料 の 製造 ・ 販売 の 「 ライフ 
854,ビオメリュー・ジャパン株式会社,medical,training,医療 機関 や 研究 機関 向け に 、 遺伝子 および 免疫 血清 検査 等 における 体外 診断 用 医薬品 や 医療 機器 の 製造 および 卸売 を 行う 。 また 、 医療 用 自動 蛍光 免疫 測定 装置 「 バイ 
855,日本歯科薬品株式会社,medical,training,全国 の 歯科 医院 および 大学 病院 を 対象 として 、 歯科 用 医薬品 の 製造 および 卸売 を 手掛け て いる 。 主 な 取扱 製品 に 、 う がい 液 等 の 口腔 疾患 や 口腔 ケ 
856,株式会社ケアーズ,medical,training,大阪 ・ 京都 を 中心 に 「 ケアーズドラッグ 」 「 ケアーズ 調剤 薬局 」 を チェーン 展開 し て いる 。 ドラッグストア に 併設 さ れ て いる 調剤 薬局 で は 処方箋 
857,原澤製薬工業株式会社,medical,training,医療 関係 者 向け へ の 医療 用 医薬品 、 錠剤 や 点滴 など の 製造 を 行う 。 自社 の オンライン ショップ で は 女性 用 サプリメント や 男性 向け ホルモン 剤 、 肝 臓疾 
858,株式会社テイコク製薬社,medical,training,「 テイコク 薬局 」 を 運営 し 、 医薬品 の 販売 や 調剤 薬局 事業 など を 行っ て いる 会社 で ある 。 また 、 化粧 品 や 機能 性 食品 など の 販売 や 完全 予約 制 の ダイエットカウン 
859,金剛薬品株式会社,medical,training,医薬品 原 薬 や 賦 形 剤 および 結合 剤 など の 医薬品 添加 物 、 または ビタミン や ミネラル および 栄養 機能 食品 素材 など の 健康 食品 原料 を 取り扱う 。 また 甘味 料 な 
860,太陽ホールディングス株式会社,medical,training,スマート フォン や タブレット など の IT 機器 や デジタル 家電 、 自動車 用 電子 機器 など で 用い られる ソルダーレジスト ( プリント 配線 板 の 回路 表面 
861,株式会社まちづくりＭＧＰ,medical,training,調剤 薬局 の 運営 や 介護 用品 の 販売 、 及び 臨床 検査 の 受託 業務 を 行う 会社 で ある 。 薬剤師 が 患者 の 病気 に 応じ て 調剤 し た 医薬品 で ある 薬 
862,共創未来ファーマ株式会社,medical,training,注射 剤 を 中心 と し た 医療 用 医薬品 の 製造 ・ 販売 を 中心 事業 と し 、 アンプル・バイアル 製剤 の 受託 製造 や 、 医薬品 の 品質 管理 試験 ・ 安定 性 試験 等 の 受託 に も 対応 
863,株式会社龍角散,medical,training,創業 は 古く 1871 年 、 もと は 秋田 県 佐竹 藩 の 藩 医 だっ た 一 代目 が 創 薬 し 、 藩 薬 として 重宝 さ れ て い た 。 1928 年 に 主力 商品 の 「 龍 角 散 」 を 社名 と し 株式会社 を 設立 する 。 積極 的 に 新聞 広告 を 出し たり 、 街頭 宣伝 を 行い 、 「 龍 角 散 」 が 全国 的 な ヒット 商品 と なる 。 また 、 同 時期 に アジア 向け に 輸出 も 始め て いる 。 1970 年 頃 から 主力 製品 の 龍 角 散 の 売り上げ が 落ち 、 経営 危機 
864,株式会社ノエビアホールディングス,medical,training,2011 年 に 上場 廃止 し た ノエビア の 単独 株式 移転 により 、 同年 に 設立 さ れ た 持ち株 会社 。 子会社 の 一つ に 常磐 薬品 工業 を 持つ ため 、 化粧 品 製造 だけ で は なく 、 一般 医薬品 製造 に も 強み を 持つ 。 委託 販売 方式 を 導入 し て おり 、 訪問 販売 を 主 に 行っ て き た が 、 近年 で は ドラッグストア や 量販 店 による 販売 の 業績 が 好調 で ある 
865,メディカルスペース株式会社,medical,training,化粧 品 や 医薬 部外 品 の 製造 を 行っ て いる 。 加え て 、 OEM 製造 に も 対応 し て おり 、 化粧 品 製造 において は 
866,ツキオカフィルム製薬株式会社,medical,training,主 に 食品 ･ 化粧 品 ･ 医薬品 の 分野 で 利用 さ れる 水溶 性 可 食 フィルム の 研究 、 開発 を し て いる 。 また 金箔 を 使用 し た 食品 の 加 
867,日本純良薬品株式会社,medical,training,日本 純良 薬品 グループ の 事業 所 の 1 つ で ある 。 水素 を 利用 し た 化学 反応 を 実用 化 し た こと により 公害 を 出さ ず に 樹脂 や 医薬品 など の 原料 を 製 
868,フジタ製薬株式会社,medical,training,動物 用 の 医薬品 および 動物 用 の 医薬 部外 品 の 製造 し 、 代理 店 へ 卸売 を 行う 。 また 、 家畜 や ペット 用 の 医薬品 を 開発 する 。 さら 
869,東菱薬品工業株式会社,medical,training,医療 用 医薬品 や 一般 医薬品 の 開発 および 販売 を 手掛け て いる 。 開発 実績 に 、 高 脂 血 症 治療 薬 の 「 メバレクト 錠 」 や 内服 痔疾 用 薬 「 ヘモ 
870,株式会社ヒサヤ大黒堂,medical,training,1611 年 創業 の 痔 の 薬 を 専門 に 製造 し て いる 会社 で ある 。 薬局 や 薬店 で の 販売 を せ ず 、 「 ぢ 」 の 看板 が 目印 の 自社 店舗 や Web ショップ で 
871,株式会社常磐植物化学研究所,medical,training,植物 化学 の 研究 開発 力 と 技術 力 を 基盤 に 、 医薬品 原料 や 化粧 品 原料 、 及び 健康 食品 原料 や 食 
872,丹平製薬株式会社,medical,training,乳児 ・ 子供 向け 製品 を 中心 に 、 医薬品 や トイレタリー 製品 等 を 製造 ・ 販売 し て いる 。 代表 的 な 医薬品 に 、 便秘 薬 の 「 健 のう 丸 」 や 歯 
873,株式会社大阪製薬,medical,training,外用 液剤 を 中心 と し た 医薬品 、 医薬 部外 品 を はじめ 、 感染 症 治療 予防 薬 や スキン ケア 用品 など を 製造 ・ 販売 する 会社 。 外用 薬 製造 技術 を 生 か 
874,株式会社パーマケム・アジア,medical,training,製紙 用 薬剤 や 防腐 ・ 殺菌 剤 など の 化学 工業 薬品 の 開発 ・ 販売 を 行う 。 また 、 ジェネリック 医薬品 や 日本 薬局方 に 対応 し た 医 
875,株式会社阪本漢法製薬,medical,training,ドリンク 剤 「 マムシ ゲン 」 、 軟膏 剤 「 赤 まむし 膏 」 や 防風 通 聖 散 、 葛根 湯 を はじめ と する 様々 な 漢方薬 の 製造 ・ 販売 を 行 
876,泉アークス株式会社,medical,training,大阪 府 の 堺 で 薬局 として 創業 し て 、 後 に 介護 事業 も 立ち 上げ て 高齢 者 の サポート を 行っ て いる 会社 で ある 。 介護 事 
877,三國製薬工業株式会社,medical,training,三 塩化 リン など の 塩化 リン 類 を 国内 で 製造 する 唯一 の 会社 で ある 。 リン 化合 物 以外 に も 、 酸 クロリド や CP レ ジン を 扱う 。 アルギニン 含有 食品 や ハープシー 
878,ユースキン製薬株式会社,medical,training,手 肌 の 乾燥 や かゆみ 、 汗疹 や にきび など を 抑える スキン ケア 製品 「 ユース キン シリーズ 」 の 卸売 を メイン に 行 
879,ワクチノーバ株式会社,medical,training,家畜 の 疫病 予防 の ワクチン 開発 と 診断 サービス を 行う 会社 。 代表 的 な 製品 に は 「 マレック 病 生 ワクチン 」 、 「 NB （ C ） 混合 生 
880,中外医薬生産株式会社,medical,training,風邪 薬 や 滋養 強壮 ドリンク 、 ビタミン 剤 といった 医薬品 ・ 医薬 部外 品 や 、 保健 機能 食品 の 製造 ・ 販売 を し て いる 。 また 、 GMP 基 
881,松田医薬品株式会社,medical,training,生薬 など の 医薬品 や 入浴 剤 など の 医薬 部外 品 の 開発 および 販売 を 手掛ける 。 また 、 牛 や 豚 など の 畜産 動物 向け や ペ 
882,株式会社ＤＮＰファインケミカル宇都宮,medical,training,アレルギー 用 薬 を 始め 、 血圧 降下 剤 や 睡眠 障害 改善 剤 など の 医薬品 原 薬 に 加え て 、 ディスプレイ 用 液晶 や カラー フィルター 用 色素 など の ディスプレイ 材料 の 製造 を 行う 。 また 、 イン 
883,ＡＧＣ若狭化学株式会社,medical,training,旭硝子 株式会社 が 販売 する 医薬品 や 農薬 の など の 
884,山本漢方製薬株式会社,medical,training,健康 茶 や ダイエット 茶 など 、 漢方 ならびに 生薬 由来 の 健康 商品 や 医薬品 など を 製造 および 販売 し て いる 。 合成 着色 料 や 合成 保存 料 を 一切 使用 し ない の が 特徴 
885,福地製薬株式会社,medical,training,医薬品 や 医薬 部外 品 の 他 に 保 湿 剤 など の 化粧 品 の 製造 および 販売 も 行う 会社 で ある 。 また OEM 製品 も 製造 し て おり 、 ドリンク 、 シロッ 
886,山本漢方製薬株式会社,medical,training,便秘 薬 「 センナ 」 等 の 漢方 医薬品 の 製造 や 販売 を 手掛ける 。 また 、 青 汁 や ドクダミ 茶 など の 健康 食品 も 扱う 。 医薬品 や 
887,大塚ホールディングス株式会社,medical,training,"大塚 ホールディングス 、 子会社 145 社 、 関連 会社 32 社 で 構成 さ れる 。 グループ は ヘルスケア を トータル サポート として とらえ 、 疾病 の 診断 から 治療 まで を 担う 事業 と 、 日々 の 健康 の 維持 ・ 増進 を サポート する 事業 を 2 本 の 柱 と する 総合 ヘルスケア 企業 グループ として 健康 に関する あらゆる テーマ に 挑戦 し て いる 。 "" 汗 の 飲料 "" の コンセプト で 開発 さ れ た 「 ポカリスエット 」 や 電解 質 と 糖 質 の 配合 バランス を 考慮 し た 日本 初 の 経口 補 水 液 「 オーエス ワン 」 等 の 製品 の 認知 度 が 高い 。 事業 は 医療 関連 事業 ・ ニュートラシューティカルズ 関連 事業 ・ 消費 者 関連 事業 ・ そ "
